COMMAND     PID       USER   FD   TYPE DEVICE SIZE/OFF NLINK      NODE NAME
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2073 /dev/shm/.com.valvesoftware.Steam.r9dgv9
steamwebh 38519 tarilka0gg  mem    REG   0,27   524288     0      2072 /dev/shm/.com.valvesoftware.Steam.zPbsUR
steamwebh 38519 tarilka0gg  mem    REG   0,27   393216     0      2071 /dev/shm/.com.valvesoftware.Steam.JS5CiT
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2645 /dev/shm/.com.valvesoftware.Steam.9aY2hZ
steamwebh 38519 tarilka0gg  mem    REG   0,27   393216     0      2067 /dev/shm/.com.valvesoftware.Steam.GiiuRG
steamwebh 38519 tarilka0gg  mem    REG    0,1   146982     0        37 /SYSV00000000
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0       379 /dev/shm/.com.valvesoftware.Steam.EcUZDp
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      1873 /dev/shm/.com.valvesoftware.Steam.mpVI0F
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2070 /dev/shm/.com.valvesoftware.Steam.c2Me8f
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2066 /dev/shm/.com.valvesoftware.Steam.IAeoYg
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2065 /dev/shm/.com.valvesoftware.Steam.yN8Gtm
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      1416 /dev/shm/.com.valvesoftware.Steam.zA9GgN
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2644 /dev/shm/.com.valvesoftware.Steam.LCnM6K
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2063 /dev/shm/.com.valvesoftware.Steam.4Unr8l
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2062 /dev/shm/.com.valvesoftware.Steam.ycYVb1
steamwebh 38519 tarilka0gg  mem    REG    0,1   146982     0        36 /SYSV00000000
steamwebh 38519 tarilka0gg  mem    REG   0,27   393216     0      2061 /dev/shm/.com.valvesoftware.Steam.ljfShQ
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2643 /dev/shm/.com.valvesoftware.Steam.2OzSHH
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2059 /dev/shm/.com.valvesoftware.Steam.f9JZs7
steamwebh 38519 tarilka0gg  mem    REG   0,27   131072     0      1864 /dev/shm/.com.valvesoftware.Steam.82c4bq
steamwebh 38519 tarilka0gg  mem    REG   0,27   688128     0      1809 /dev/shm/.com.valvesoftware.Steam.AJixx5
steamwebh 38519 tarilka0gg  mem    REG    0,1  9623040     0         3 /SYSV00000000
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2642 /dev/shm/.com.valvesoftware.Steam.sTljcc
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2641 /dev/shm/.com.valvesoftware.Steam.hD22JP
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2640 /dev/shm/.com.valvesoftware.Steam.johEpo
steamwebh 38519 tarilka0gg  mem    REG    0,1  9623040     0         2 /SYSV00000000
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      1718 /dev/shm/.com.valvesoftware.Steam.aySMy0
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      1717 /dev/shm/.com.valvesoftware.Steam.9JGeli
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2639 /dev/shm/.com.valvesoftware.Steam.EYTKmE
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      1715 /dev/shm/.com.valvesoftware.Steam.6vw83D
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2638 /dev/shm/.com.valvesoftware.Steam.rHY9zF
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2057 /dev/shm/.com.valvesoftware.Steam.3pYVfD
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      1960 /dev/shm/.com.valvesoftware.Steam.Nlg7Vn
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      1708 /dev/shm/.com.valvesoftware.Steam.csFAgW
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      1959 /dev/shm/.com.valvesoftware.Steam.lnpF1a
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      1703 /dev/shm/.com.valvesoftware.Steam.Bm0GTa
steamwebh 38519 tarilka0gg  mem    REG    0,1    54708     0        39 /SYSV00000000
steamwebh 38519 tarilka0gg  mem    REG    0,1    54708     0        38 /SYSV00000000
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2635 /dev/shm/.com.valvesoftware.Steam.LKfg6V
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      1692 /dev/shm/.com.valvesoftware.Steam.YtI7p2
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      1932 /dev/shm/.com.valvesoftware.Steam.eOLraM
steamwebh 38519 tarilka0gg  mem    REG    0,1   117000     0        29 /SYSV00000000
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      1411 /dev/shm/.com.valvesoftware.Steam.qgQ5ze
steamwebh 38519 tarilka0gg  mem    REG   0,27   524288     0      4577 /dev/shm/.com.valvesoftware.Steam.FLGb8o
steamwebh 38519 tarilka0gg  mem    REG    0,1   117000     0        28 /SYSV00000000
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      1687 /dev/shm/.com.valvesoftware.Steam.1tpdto
steamwebh 38519 tarilka0gg  mem    REG   0,27   131072     0      1861 /dev/shm/.com.valvesoftware.Steam.MMvvBT
steamwebh 38519 tarilka0gg  mem    REG   0,27   131072     0      1948 /dev/shm/.com.valvesoftware.Steam.7IYy3g
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      4936 /dev/shm/.com.valvesoftware.Steam.YiRqch
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      4935 /dev/shm/.com.valvesoftware.Steam.lCkllf
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      4934 /dev/shm/.com.valvesoftware.Steam.LdJDHi
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      1929 /dev/shm/.com.valvesoftware.Steam.vARMpz
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      4933 /dev/shm/.com.valvesoftware.Steam.3BKyPC
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      1928 /dev/shm/.com.valvesoftware.Steam.mDwHNj
steamwebh 38519 tarilka0gg  mem    REG   0,27   524288     0      4927 /dev/shm/.com.valvesoftware.Steam.jVLDV5
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      4553 /dev/shm/.com.valvesoftware.Steam.qmBrMo
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2455 /dev/shm/.com.valvesoftware.Steam.l79x8b
steamwebh 38519 tarilka0gg  mem    REG   0,27   131072     0      1408 /dev/shm/.com.valvesoftware.Steam.Di0q3H
steamwebh 38519 tarilka0gg  mem    REG   0,27   524288     0      4475 /dev/shm/.com.valvesoftware.Steam.krrBYk
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      1680 /dev/shm/.com.valvesoftware.Steam.kCRdj9
steamwebh 38519 tarilka0gg  mem    REG   0,27   393216     0      1924 /dev/shm/.com.valvesoftware.Steam.y7pZPL
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      4552 /dev/shm/.com.valvesoftware.Steam.1LQHAJ
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      4932 /dev/shm/.com.valvesoftware.Steam.OkWSco
steamwebh 38519 tarilka0gg  mem    REG   0,27   524288     0      1772 /dev/shm/.com.valvesoftware.Steam.De4bQ8
steamwebh 38519 tarilka0gg  mem    REG   0,27   524288     0      1771 /dev/shm/.com.valvesoftware.Steam.BT3RdQ
steamwebh 38519 tarilka0gg  mem    REG   0,27   524288     0      4180 /dev/shm/.com.valvesoftware.Steam.TNkEZr
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2633 /dev/shm/.com.valvesoftware.Steam.721Ew2
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      1773 /dev/shm/.com.valvesoftware.Steam.aNWDXQ
steamwebh 38519 tarilka0gg  mem    REG   0,27   131072     0      4560 /dev/shm/.com.valvesoftware.Steam.LYSyzO
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      4931 /dev/shm/.com.valvesoftware.Steam.3it2pL
steamwebh 38519 tarilka0gg  mem    REG   0,27   131072     0      2634 /dev/shm/.com.valvesoftware.Steam.kLX2nm
steamwebh 38519 tarilka0gg  mem    REG   0,27   131072     0      2632 /dev/shm/.com.valvesoftware.Steam.LaN12k
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      4930 /dev/shm/.com.valvesoftware.Steam.e0Kied
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      4424 /dev/shm/.com.valvesoftware.Steam.Pht9Rp
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      1909 /dev/shm/.com.valvesoftware.Steam.OWPO7g
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      4423 /dev/shm/.com.valvesoftware.Steam.Oe4zD8
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      4929 /dev/shm/.com.valvesoftware.Steam.5XDxGK
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      3988 /dev/shm/.com.valvesoftware.Steam.jbxY8Q
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      4928 /dev/shm/.com.valvesoftware.Steam.NvEIoG
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      1906 /dev/shm/.com.valvesoftware.Steam.lw91MA
steamwebh 38519 tarilka0gg  mem    REG   0,27    16384     0       378 /dev/shm/.com.valvesoftware.Steam.NBQxrW
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      1748 /dev/shm/.com.valvesoftware.Steam.Zd3H12
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2631 /dev/shm/.com.valvesoftware.Steam.HHsyU2
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0       165 /dev/shm/.com.valvesoftware.Steam.bEg5YM
steamwebh 38519 tarilka0gg  mem    REG   0,27   131072     0        30 /dev/shm/.com.valvesoftware.Steam.SU18B5
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0        12 /dev/shm/.com.valvesoftware.Steam.MAQl92
steamwebh 38519 tarilka0gg  mem    REG   0,27   131072     0        15 /dev/shm/.com.valvesoftware.Steam.JwSvhu
steamwebh 38519 tarilka0gg  mem    REG   0,27        4     0       153 /dev/shm/.com.valvesoftware.Steam.LhhwyO
steamwebh 38519 tarilka0gg  mem    REG   0,27      144     0      2358 /dev/shm/.com.valvesoftware.Steam.itXqsg
steamwebh 38519 tarilka0gg  mem    REG   0,27        4     0        13 /dev/shm/.com.valvesoftware.Steam.4XIFqt
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0        14 /dev/shm/.com.valvesoftware.Steam.opAEUN
steamwebh 38519 tarilka0gg   72u   REG   0,27        4     0        13 /dev/shm/.com.valvesoftware.Steam.4XIFqt (deleted)
steamwebh 38519 tarilka0gg   73u   REG   0,27      144     0      2358 /dev/shm/.com.valvesoftware.Steam.itXqsg (deleted)
steamwebh 38519 tarilka0gg   79u   REG   0,27  1048576     0      2359 /dev/shm/.com.valvesoftware.Steam.FQZw8j (deleted)
steamwebh 38519 tarilka0gg   80u   REG   0,27    65536     0      2360 /dev/shm/.com.valvesoftware.Steam.eWf7PE (deleted)
steamwebh 38534 tarilka0gg  mem    REG   0,27   131000     0        61 /dev/shm/.com.valvesoftware.Steam.aNnS13
steamwebh 38534 tarilka0gg  mem    REG   0,27   131000     0        60 /dev/shm/.com.valvesoftware.Steam.X1CcGq
steamwebh 38534 tarilka0gg  mem    REG   0,27   131000     0        59 /dev/shm/.com.valvesoftware.Steam.549LrL
steamwebh 38534 tarilka0gg  mem    REG   0,27   131000     0        58 /dev/shm/.com.valvesoftware.Steam.vYnEbd
steamwebh 38534 tarilka0gg  mem    REG   0,27   524288     0        16 /dev/shm/.com.valvesoftware.Steam.uP5OmP
steamwebh 38534 tarilka0gg  mem    REG   0,27   131072     0        32 /dev/shm/.com.valvesoftware.Steam.TCzDXD
steamwebh 38534 tarilka0gg  mem    REG   0,27   262144     0        14 /dev/shm/.com.valvesoftware.Steam.opAEUN
steamwebh 38534 tarilka0gg  mem    REG   0,27   131072     0        17 /dev/shm/.com.valvesoftware.Steam.rSQIvH
steamwebh 38534 tarilka0gg  mem    REG   0,27        8     0        47 /dev/shm/.com.valvesoftware.Steam.NwoK89
steamwebh 38534 tarilka0gg   31r   REG   0,27        8     0        47 /dev/shm/.com.valvesoftware.Steam.NwoK89 (deleted)
steamwebh 38534 tarilka0gg   33u   REG   0,27   131000     0        58 /dev/shm/.com.valvesoftware.Steam.vYnEbd (deleted)
steamwebh 38534 tarilka0gg   34u   REG   0,27   131000     0        59 /dev/shm/.com.valvesoftware.Steam.549LrL (deleted)
steamwebh 38534 tarilka0gg   35u   REG   0,27   131000     0        60 /dev/shm/.com.valvesoftware.Steam.X1CcGq (deleted)
steamwebh 38534 tarilka0gg   36u   REG   0,27   131000     0        61 /dev/shm/.com.valvesoftware.Steam.aNnS13 (deleted)
steamwebh 38537 tarilka0gg  mem    REG   0,27   131072     0        33 /dev/shm/.com.valvesoftware.Steam.Mg87bF
steamwebh 38537 tarilka0gg  mem    REG   0,27   524288     0        18 /dev/shm/.com.valvesoftware.Steam.CXZPR1
steamwebh 38537 tarilka0gg  mem    REG   0,27   131072     0        20 /dev/shm/.com.valvesoftware.Steam.uCa6ZT
steamwebh 38537 tarilka0gg  mem    REG   0,27   262144     0        14 /dev/shm/.com.valvesoftware.Steam.opAEUN
steamwebh 38606 tarilka0gg  mem    REG   0,27  1048576     0      2359 /dev/shm/.com.valvesoftware.Steam.FQZw8j
steamwebh 38606 tarilka0gg  mem    REG   0,27   131072     0      2354 /dev/shm/.com.valvesoftware.Steam.AjtGeo
steamwebh 38606 tarilka0gg  mem    REG   0,27    65536     0      2360 /dev/shm/.com.valvesoftware.Steam.eWf7PE
steamwebh 38606 tarilka0gg  mem    REG   0,27   524288     0      2301 /dev/shm/.com.valvesoftware.Steam.Yornpz
steamwebh 38606 tarilka0gg  mem    REG   0,27   524288     0      2297 /dev/shm/.com.valvesoftware.Steam.Ldrjtu
steamwebh 38606 tarilka0gg  mem    REG   0,27   524288     0      2294 /dev/shm/.com.valvesoftware.Steam.rBkuxJ
steamwebh 38606 tarilka0gg  mem    REG   0,27   524288     0      2291 /dev/shm/.com.valvesoftware.Steam.bCyg91
steamwebh 38606 tarilka0gg  mem    REG   0,27   393216     0      2278 /dev/shm/.com.valvesoftware.Steam.YHm1sT
steamwebh 38606 tarilka0gg  mem    REG   0,27   327680     0      2277 /dev/shm/.com.valvesoftware.Steam.vKXMSZ
steamwebh 38606 tarilka0gg  mem    REG   0,27   327680     0      2271 /dev/shm/.com.valvesoftware.Steam.pHKYlk
steamwebh 38606 tarilka0gg  mem    REG   0,27   393216     0      2268 /dev/shm/.com.valvesoftware.Steam.yMoQqa
steamwebh 38606 tarilka0gg  mem    REG   0,27   327680     0      2267 /dev/shm/.com.valvesoftware.Steam.f700EW
steamwebh 38606 tarilka0gg  mem    REG   0,27   393216     0      2265 /dev/shm/.com.valvesoftware.Steam.K0wH9Y
steamwebh 38606 tarilka0gg  mem    REG   0,27   327680     0      2264 /dev/shm/.com.valvesoftware.Steam.YOGlZa
steamwebh 38606 tarilka0gg  mem    REG   0,27   393216     0      2258 /dev/shm/.com.valvesoftware.Steam.lWYzr9
steamwebh 38606 tarilka0gg  mem    REG   0,27   393216     0      2256 /dev/shm/.com.valvesoftware.Steam.QEDHFw
steamwebh 38606 tarilka0gg  mem    REG   0,27   393216     0      2247 /dev/shm/.com.valvesoftware.Steam.snDCbg
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0       380 /dev/shm/.com.valvesoftware.Steam.Iq4vky
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0       379 /dev/shm/.com.valvesoftware.Steam.EcUZDp
steamwebh 38606 tarilka0gg  mem    REG   0,27   327680     0      2259 /dev/shm/.com.valvesoftware.Steam.B51Ss3
steamwebh 38606 tarilka0gg  mem    REG   0,27   327680     0      2244 /dev/shm/.com.valvesoftware.Steam.k7mhtr
steamwebh 38606 tarilka0gg  mem    REG   0,27   393216     0      2240 /dev/shm/.com.valvesoftware.Steam.6XBkqr
steamwebh 38606 tarilka0gg  mem    REG   0,27   655360     0      2208 /dev/shm/.com.valvesoftware.Steam.gz8pb4
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      2187 /dev/shm/.com.valvesoftware.Steam.eTuq3U
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      2185 /dev/shm/.com.valvesoftware.Steam.kCVvT6
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      2139 /dev/shm/.com.valvesoftware.Steam.HT9aOd
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      2138 /dev/shm/.com.valvesoftware.Steam.HK5Ca2
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      2136 /dev/shm/.com.valvesoftware.Steam.3XU7Ci
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      2134 /dev/shm/.com.valvesoftware.Steam.9ds421
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      2133 /dev/shm/.com.valvesoftware.Steam.YKEIvM
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      2124 /dev/shm/.com.valvesoftware.Steam.BNrP0z
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      2120 /dev/shm/.com.valvesoftware.Steam.ngMRlA
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      2117 /dev/shm/.com.valvesoftware.Steam.NklSE0
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      2115 /dev/shm/.com.valvesoftware.Steam.4frCDj
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      2114 /dev/shm/.com.valvesoftware.Steam.xY4tIv
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      2112 /dev/shm/.com.valvesoftware.Steam.iQFFrN
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      2111 /dev/shm/.com.valvesoftware.Steam.Bhv1jL
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      2108 /dev/shm/.com.valvesoftware.Steam.IZhG3G
steamwebh 38606 tarilka0gg  mem    REG   0,27   393216     0      2098 /dev/shm/.com.valvesoftware.Steam.MHNyKk
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      2095 /dev/shm/.com.valvesoftware.Steam.K0jefy
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      2086 /dev/shm/.com.valvesoftware.Steam.vDny4q
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      2085 /dev/shm/.com.valvesoftware.Steam.OtjOST
steamwebh 38606 tarilka0gg  mem    REG   0,27   524288     0      2077 /dev/shm/.com.valvesoftware.Steam.3b3cAY
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      2076 /dev/shm/.com.valvesoftware.Steam.YJAFHv
steamwebh 38606 tarilka0gg  mem    REG   0,27   524288     0      2072 /dev/shm/.com.valvesoftware.Steam.zPbsUR
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      2653 /dev/shm/.com.valvesoftware.Steam.gzRv93
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      2073 /dev/shm/.com.valvesoftware.Steam.r9dgv9
steamwebh 38606 tarilka0gg  mem    REG   0,27   393216     0      2071 /dev/shm/.com.valvesoftware.Steam.JS5CiT
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      2070 /dev/shm/.com.valvesoftware.Steam.c2Me8f
steamwebh 38606 tarilka0gg  mem    REG   0,27   393216     0      2067 /dev/shm/.com.valvesoftware.Steam.GiiuRG
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      2066 /dev/shm/.com.valvesoftware.Steam.IAeoYg
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      2065 /dev/shm/.com.valvesoftware.Steam.yN8Gtm
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      2649 /dev/shm/.com.valvesoftware.Steam.7xoUHV
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      2063 /dev/shm/.com.valvesoftware.Steam.4Unr8l
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      2062 /dev/shm/.com.valvesoftware.Steam.ycYVb1
steamwebh 38606 tarilka0gg  mem    REG   0,27   393216     0      2061 /dev/shm/.com.valvesoftware.Steam.ljfShQ
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      2648 /dev/shm/.com.valvesoftware.Steam.EeumrK
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      2059 /dev/shm/.com.valvesoftware.Steam.f9JZs7
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      2057 /dev/shm/.com.valvesoftware.Steam.3pYVfD
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      2644 /dev/shm/.com.valvesoftware.Steam.LCnM6K
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      2643 /dev/shm/.com.valvesoftware.Steam.2OzSHH
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      2103 /dev/shm/.com.valvesoftware.Steam.EuNWxe
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      2639 /dev/shm/.com.valvesoftware.Steam.EYTKmE
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      2638 /dev/shm/.com.valvesoftware.Steam.rHY9zF
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      2100 /dev/shm/.com.valvesoftware.Steam.ztIWzv
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      2099 /dev/shm/.com.valvesoftware.Steam.zg2Bat
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      1960 /dev/shm/.com.valvesoftware.Steam.Nlg7Vn
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      1264 /dev/shm/.com.valvesoftware.Steam.8pw1Xr
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      1263 /dev/shm/.com.valvesoftware.Steam.WOTYJ6
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      1959 /dev/shm/.com.valvesoftware.Steam.lnpF1a
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      1262 /dev/shm/.com.valvesoftware.Steam.103pK3
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      4936 /dev/shm/.com.valvesoftware.Steam.YiRqch
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      4935 /dev/shm/.com.valvesoftware.Steam.lCkllf
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      4934 /dev/shm/.com.valvesoftware.Steam.LdJDHi
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      4933 /dev/shm/.com.valvesoftware.Steam.3BKyPC
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      1259 /dev/shm/.com.valvesoftware.Steam.2eM1bT
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      4932 /dev/shm/.com.valvesoftware.Steam.OkWSco
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      4931 /dev/shm/.com.valvesoftware.Steam.3it2pL
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      4553 /dev/shm/.com.valvesoftware.Steam.qmBrMo
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      4552 /dev/shm/.com.valvesoftware.Steam.1LQHAJ
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      1932 /dev/shm/.com.valvesoftware.Steam.eOLraM
steamwebh 38606 tarilka0gg  mem    REG   0,27   524288     0      4927 /dev/shm/.com.valvesoftware.Steam.jVLDV5
steamwebh 38606 tarilka0gg  mem    REG   0,27   131072     0      2634 /dev/shm/.com.valvesoftware.Steam.kLX2nm
steamwebh 38606 tarilka0gg  mem    REG   0,27   131072     0      2632 /dev/shm/.com.valvesoftware.Steam.LaN12k
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      1929 /dev/shm/.com.valvesoftware.Steam.vARMpz
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      4930 /dev/shm/.com.valvesoftware.Steam.e0Kied
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      1928 /dev/shm/.com.valvesoftware.Steam.mDwHNj
steamwebh 38606 tarilka0gg  mem    REG   0,27   524288     0      4475 /dev/shm/.com.valvesoftware.Steam.krrBYk
steamwebh 38606 tarilka0gg  mem    REG   0,27   524288     0      4180 /dev/shm/.com.valvesoftware.Steam.TNkEZr
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      4929 /dev/shm/.com.valvesoftware.Steam.5XDxGK
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      3988 /dev/shm/.com.valvesoftware.Steam.jbxY8Q
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      4424 /dev/shm/.com.valvesoftware.Steam.Pht9Rp
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      4423 /dev/shm/.com.valvesoftware.Steam.Oe4zD8
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0      1748 /dev/shm/.com.valvesoftware.Steam.Zd3H12
steamwebh 38606 tarilka0gg  mem    REG   0,27   262144     0       165 /dev/shm/.com.valvesoftware.Steam.bEg5YM
steamwebh 38606 tarilka0gg  mem    REG   0,27  2097152     0        27 /dev/shm/.com.valvesoftware.Steam.vYefhk
steamwebh 38606 tarilka0gg  mem    REG   0,27   131072     0      4560 /dev/shm/.com.valvesoftware.Steam.LYSyzO
steamwebh 38606 tarilka0gg  mem    REG   0,27   131000     0        61 /dev/shm/.com.valvesoftware.Steam.aNnS13
steamwebh 38606 tarilka0gg  mem    REG   0,27   131000     0        60 /dev/shm/.com.valvesoftware.Steam.X1CcGq
steamwebh 38606 tarilka0gg  mem    REG   0,27   131000     0        59 /dev/shm/.com.valvesoftware.Steam.549LrL
steamwebh 38606 tarilka0gg  mem    REG   0,27   131064     0        21 /dev/shm/.com.valvesoftware.Steam.I9dE9v
steamwebh 38606 tarilka0gg  mem    REG   0,27   131000     0        58 /dev/shm/.com.valvesoftware.Steam.vYnEbd
steamwebh 38606 tarilka0gg  mem    REG   0,27   131072     0        33 /dev/shm/.com.valvesoftware.Steam.Mg87bF
steamwebh 38606 tarilka0gg  mem    REG   0,27   131072     0        32 /dev/shm/.com.valvesoftware.Steam.TCzDXD
steamwebh 38606 tarilka0gg  mem    REG   0,27      208     0       472 /dev/shm/.com.valvesoftware.Steam.VNt3Fm
steamwebh 38606 tarilka0gg  mem    REG   0,27      208     0       461 /dev/shm/.com.valvesoftware.Steam.GttCjP
steamwebh 38606 tarilka0gg  mem    REG   0,27      208     0       451 /dev/shm/.com.valvesoftware.Steam.UKCOQI
steamwebh 38606 tarilka0gg  mem    REG   0,27      208     0       441 /dev/shm/.com.valvesoftware.Steam.pxOISY
steamwebh 38606 tarilka0gg  mem    REG   0,27    16384     0       378 /dev/shm/.com.valvesoftware.Steam.NBQxrW
steamwebh 38606 tarilka0gg  mem    REG   0,27   131072     0        30 /dev/shm/.com.valvesoftware.Steam.SU18B5
steamwebh 38606 tarilka0gg  mem    REG   0,27      208     0       417 /dev/shm/.com.valvesoftware.Steam.H14MbY
